farm_id,farm_name,record_id,animal_id,date,rumination_min,eating_min,sitting_min,standing_min,coughing_count,resting_min,activity_rate,mounting_count,sniffing,heat_detection_count,sit_stand_min,data_collection_rate_pct,source_file
FARM-003,Sokoto Pastoralist Herd,7187,COW-10000423,2025-08-18,303.2254,163.0992,846.923,580.1963,3,267.1112,44.531799,4,146.637088,0,1427.1193,80.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7188,COW-10000423,2025-08-19,390.4424,132.1044,674.9555,766.0054,2,213.6506,54.005436,2,63.687746,0,1440.9609,77.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7189,COW-10000423,2025-08-20,259.5727,113.9954,819.1572,603.2886,9,258.8489,75.349555,3,77.641329,0,1422.4458,65.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7190,COW-10000423,2025-08-21,308.4167,154.4252,704.9129,741.4032,4,231.5608,66.447183,5,65.279332,0,1446.3161,85.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7191,COW-10000423,2025-08-22,404.2027,163.1752,719.281,690.0562,1,166.2895,75.427778,1,147.389661,0,1409.3372,77.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7192,COW-10000423,2025-08-23,205.7232,121.2898,718.5172,710.0895,3,220.143,69.296908,2,160.800169,0,1428.6067,83.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7193,COW-10000423,2025-08-24,247.4953,171.2662,678.4903,735.1773,10,215.7071,61.734213,1,92.464106,0,1413.6676,89.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7194,COW-10000423,2025-08-25,323.4182,123.8929,819.6527,608.8149,10,210.8227,56.709153,8,136.113915,0,1428.4676,62.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7195,COW-10000423,2025-08-26,430.4374,134.9258,850.4165,580.1846,8,291.2688,47.471211,1,194.377507,1,1430.6011,81.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7196,COW-10000423,2025-08-28,202.057,85.1199,846.4626,593.0898,6,276.0996,46.221528,6,139.78044,0,1439.5524,86.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7197,COW-10000423,2025-08-29,474.7751,189.1104,796.2488,620.9242,3,204.8412,70.982198,7,50.080137,0,1417.173,79.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7198,COW-10000423,2025-08-30,465.0668,158.2727,827.3101,599.5024,9,186.5229,72.07606,6,127.035053,0,1426.8125,89.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7199,COW-10000423,2025-08-31,210.7168,190.5361,729.0235,677.3262,4,264.0611,43.12965,4,162.295134,0,1406.3497,69.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7200,COW-10000423,2025-09-01,254.5483,195.9735,794.3709,652.3086,10,213.448,70.508391,3,81.160892,0,1446.6795,73.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7201,COW-10000423,2025-09-02,243.3664,93.8942,859.7702,585.4071,0,256.6695,47.742393,4,179.955674,0,1445.1773,65.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7202,COW-10000423,2025-09-03,262.4603,134.0367,822.4766,594.0608,4,273.2679,64.300075,4,122.998243,0,1416.5374,60.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7203,COW-10000423,2025-09-04,257.1697,174.0456,811.2922,632.0208,10,171.5627,48.715709,8,156.856488,0,1443.313,75.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7204,COW-10000423,2025-09-05,262.8968,128.1911,726.6196,713.9176,3,292.9083,70.540615,6,169.149159,0,1440.5372,65.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7205,COW-10000423,2025-09-06,333.6494,163.2277,681.1519,734.1305,10,167.3276,62.598608,4,86.664751,0,1415.2824,74.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7206,COW-10000423,2025-09-07,438.2656,114.1739,767.4956,661.2397,6,152.9859,64.256952,1,130.744369,0,1428.7353,78.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7207,COW-10000423,2025-09-08,423.118,82.6112,820.7871,614.4246,8,191.1943,43.852306,1,79.555036,0,1435.2117,68.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7208,COW-10000423,2025-09-09,483.4974,88.8047,684.1444,732.901,6,290.2068,57.340745,6,185.124379,0,1417.0454,71.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7209,COW-10000423,2025-09-10,490.8722,177.1552,741.38,694.5591,3,200.4413,58.38281,1,144.212646,0,1435.9391,81.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7210,COW-10000423,2025-09-11,496.7885,173.4419,666.1426,783.3494,0,269.6669,62.656579,8,102.97459,0,1449.492,62.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7211,COW-10000423,2025-09-12,323.0206,170.909,694.9118,717.8599,1,292.6866,45.975757,1,128.758852,0,1412.7717,77.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7212,COW-10000423,2025-09-14,320.9505,111.3081,842.547,573.0965,10,220.5482,74.557011,3,199.316193,0,1415.6435,64.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7213,COW-10000423,2025-09-15,379.6286,173.9506,741.6044,682.6308,2,259.6044,66.162192,3,197.624266,0,1424.2352,88.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7214,COW-10000423,2025-09-16,211.1709,84.5317,782.3922,666.6993,0,216.2239,57.74262,2,65.60713,0,1449.0915,70.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7215,COW-10000423,2025-09-17,460.8604,186.7338,670.0131,739.3345,3,185.0923,52.785963,1,159.155159,0,1409.3476,67.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7216,COW-10000423,2025-09-18,207.004,110.2383,759.283,663.9372,4,208.8617,62.502205,5,178.927044,0,1423.2202,77.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7217,COW-10000423,2025-09-19,287.9711,194.8231,790.056,644.428,3,150.5891,45.654341,7,135.977118,0,1434.484,87.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7218,COW-10000423,2025-09-20,280.4819,138.7043,781.5854,634.1904,10,178.4195,54.849259,5,151.513421,0,1415.7758,72.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7219,COW-10000423,2025-09-21,326.5615,125.6813,850.4876,581.1667,7,216.573,42.157985,2,144.429234,0,1431.6543,64.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7220,COW-10000423,2025-09-22,404.0061,94.8315,824.5266,605.4474,8,269.4866,59.695482,4,84.845333,0,1429.974,67.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7221,COW-10000423,2025-09-23,287.551,145.6202,669.4091,770.7761,1,260.4758,41.204887,1,81.041948,0,1440.1852,89.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7222,COW-10000423,2025-09-24,242.7541,150.0261,650.8509,767.9692,0,245.3669,78.417662,4,158.824704,0,1418.8201,87.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7223,COW-10000423,2025-09-25,369.6453,196.5577,670.4134,757.2309,9,202.9268,50.085419,8,144.574818,0,1427.6443,72.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7224,COW-10000423,2025-09-26,211.3517,88.7479,725.908,687.9418,8,182.1516,66.174055,7,188.900449,0,1413.8498,89.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7225,COW-10000423,2025-09-27,487.1099,115.3948,678.8738,753.8769,6,200.6574,46.344936,8,129.398964,0,1432.7507,68.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7226,COW-10000423,2025-09-28,244.0695,84.8417,682.5451,736.2003,8,150.0333,65.909855,6,131.505825,0,1418.7454,75.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7227,COW-10000423,2025-09-29,351.9756,133.5638,714.823,702.1676,7,209.1383,59.6148,0,164.496211,0,1416.9906,83.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7228,COW-10000423,2025-09-30,298.0333,139.5288,652.7242,763.5708,3,273.0775,43.392083,7,148.186622,0,1416.295,61.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7229,COW-10000424,2025-06-01,301.4149,139.4244,636.246,766.346,1,218.3985,59.933052,7,141.120022,0,1402.592,83.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7230,COW-10000424,2025-06-03,478.3582,185.1609,748.4283,655.4031,10,188.5769,40.638224,6,148.956706,0,1403.8314,82.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7231,COW-10000424,2025-06-04,370.042,107.3179,747.2965,683.4277,6,197.1989,61.079324,5,127.306843,0,1430.7242,61.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7232,COW-10000424,2025-06-05,273.1387,143.7065,686.5742,714.3215,5,194.1698,69.199061,0,144.072594,0,1400.8957,64.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7233,COW-10000424,2025-06-06,454.8544,114.1646,773.0402,676.724,1,186.1116,77.954771,8,188.410438,0,1449.7642,90.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7234,COW-10000424,2025-06-07,244.261,123.7632,757.6516,646.429,2,199.8067,52.563423,5,55.390234,0,1404.0806,68.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7235,COW-10000424,2025-06-08,351.8777,174.5157,852.6968,578.9628,7,203.5832,74.791789,5,127.383346,0,1431.6596,77.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7236,COW-10000424,2025-06-09,303.5861,83.6611,677.7766,726.1374,0,223.9869,57.319186,5,135.684124,0,1403.914,80.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7237,COW-10000424,2025-06-10,241.8366,146.4914,774.7069,630.9308,10,157.332,47.501716,2,122.441532,0,1405.6377,71.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7238,COW-10000424,2025-06-11,331.8083,183.973,848.1866,591.8431,10,216.7894,62.877301,7,132.757083,0,1440.0297,82.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7239,COW-10000424,2025-06-12,393.6923,194.9768,833.6313,575.9127,7,202.2673,48.986173,3,103.128185,0,1409.544,65.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7240,COW-10000424,2025-06-13,286.3939,80.9346,687.782,744.5344,8,206.7684,58.192737,7,189.201677,0,1432.3164,81.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7241,COW-10000424,2025-06-14,390.9666,196.4067,775.365,631.1097,3,217.9832,47.180787,6,75.808669,0,1406.4747,80.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7242,COW-10000424,2025-06-15,230.8817,86.3836,662.1961,756.3416,5,251.9237,59.017671,1,147.215017,0,1418.5377,63.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7243,COW-10000424,2025-06-18,489.3552,97.989,708.5023,738.8048,3,206.9518,64.747607,5,176.446364,0,1447.3071,86.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7244,COW-10000424,2025-06-19,433.0595,121.9085,699.2492,709.7677,3,234.521,64.689796,3,109.820632,0,1409.0169,62.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7245,COW-10000424,2025-06-20,419.0108,123.682,736.2814,694.512,1,294.5726,54.127024,0,176.314243,0,1430.7934,83.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7246,COW-10000424,2025-06-22,343.3874,184.9159,776.9442,642.6187,9,258.4177,79.674404,2,98.095203,0,1419.5629,82.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7247,COW-10000424,2025-06-23,283.9564,196.4089,815.5398,587.7805,6,246.7153,54.161958,0,151.870527,0,1403.3203,69.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7248,COW-10000424,2025-06-24,423.5042,81.377,679.8669,738.7806,9,181.6986,67.800282,4,168.542808,0,1418.6475,77.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7249,COW-10000424,2025-06-25,270.8062,169.6952,762.5617,651.9309,0,248.4815,55.491347,7,129.839746,0,1414.4926,79.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7250,COW-10000424,2025-06-26,322.7506,170.6061,785.0308,623.5754,3,163.515,73.448839,5,136.441642,0,1408.6062,77.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7251,COW-10000424,2025-06-27,363.9666,171.8276,813.3235,613.5353,1,298.7561,63.833703,7,104.036502,0,1426.8588,80.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7252,COW-10000424,2025-06-28,422.9152,140.5728,857.8137,577.7953,2,264.2408,68.010129,6,145.74741,0,1435.609,90.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7253,COW-10000424,2025-06-29,213.9927,105.4613,780.299,633.4807,4,283.9819,46.751555,1,175.686117,0,1413.7797,90.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7254,COW-10000424,2025-07-01,437.2269,190.5314,693.1398,732.6207,6,210.6548,71.709458,3,190.10789,0,1425.7605,89.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7255,COW-10000424,2025-07-02,338.6849,92.8676,725.169,700.1024,7,282.5331,44.793851,1,190.418886,0,1425.2714,66.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7256,COW-10000424,2025-07-03,486.263,87.2158,762.1849,650.3997,8,213.9024,63.226353,8,103.279259,0,1412.5846,61.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7257,COW-10000424,2025-07-04,463.2446,99.7155,801.9893,627.1099,9,207.5302,76.966883,2,100.393333,0,1429.0992,63.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7258,COW-10000424,2025-07-05,340.4024,195.1092,694.1064,735.5276,1,284.9364,69.859324,0,139.674873,0,1429.634,61.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7259,COW-10000424,2025-07-06,237.5839,170.9408,850.4505,594.1592,7,214.7541,64.137463,0,117.683333,0,1444.6097,75.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7260,COW-10000424,2025-07-07,246.0719,156.9433,651.482,788.5517,10,183.3368,77.827192,3,99.566844,0,1440.0337,82.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7261,COW-10000424,2025-07-08,285.6689,187.9254,750.3036,681.9606,7,245.4085,49.833891,5,192.357968,0,1432.2642,72.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7262,COW-10000424,2025-07-09,357.3413,152.5745,803.3738,621.7802,7,239.4192,48.640096,3,191.225252,0,1425.154,67.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7263,COW-10000424,2025-07-11,244.9003,164.8738,685.2786,715.1838,10,154.2381,50.07309,3,167.240785,0,1400.4624,74.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7264,COW-10000424,2025-07-12,453.3083,89.7653,829.315,611.1673,8,211.3429,60.622407,6,73.154189,0,1440.4823,82.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7265,COW-10000424,2025-07-13,449.6438,89.9229,709.7482,716.5938,8,151.5897,51.420023,5,63.002215,0,1426.342,88.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7266,COW-10000424,2025-07-15,409.6425,185.9401,740.0024,699.6222,0,152.4672,60.097866,4,125.486458,0,1439.6246,77.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7267,COW-10000424,2025-07-16,268.0764,172.7691,662.8563,762.4639,1,209.3698,51.126839,7,67.070681,0,1425.3202,62.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7268,COW-10000424,2025-07-17,384.9858,195.5794,698.5395,709.7737,3,233.3285,61.784374,5,63.943855,0,1408.3132,82.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7269,COW-10000424,2025-07-18,208.564,179.7245,694.1012,744.2352,2,189.4272,73.364116,5,76.147689,0,1438.3364,80.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7270,COW-10000424,2025-07-19,459.6568,179.5224,751.4682,680.3057,1,250.4932,44.10973,5,110.146223,0,1431.7739,83.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7271,COW-10000424,2025-07-21,218.8015,162.1344,695.2493,721.5965,3,161.8649,78.673489,4,193.440692,0,1416.8458,89.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7272,COW-10000424,2025-07-22,236.6372,81.6282,712.6694,710.7843,5,227.2394,70.149308,4,144.753138,0,1423.4537,75.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7273,COW-10000424,2025-07-23,288.9082,102.8386,804.2959,611.4005,8,247.664,55.171299,2,109.761484,0,1415.6964,66.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7274,COW-10000424,2025-07-24,371.0836,176.7496,681.5602,764.113,4,171.3279,79.937676,2,141.2651,0,1445.6732,89.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7275,COW-10000424,2025-07-25,279.93,140.793,726.3993,685.2769,1,287.1032,67.797067,3,161.245737,0,1411.6762,76.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7276,COW-10000424,2025-07-26,451.6248,121.6588,674.1659,751.881,7,220.5167,75.142057,5,95.425205,0,1426.0469,64.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7277,COW-10000424,2025-07-27,429.9086,157.6622,695.256,709.1862,8,240.11,71.537078,2,199.010775,0,1404.4422,66.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7278,COW-10000424,2025-07-28,402.8413,166.1929,716.1717,725.3264,3,250.5063,40.768765,7,195.921899,0,1441.4981,62.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7279,COW-10000424,2025-07-29,360.3934,136.1199,672.4928,765.9032,7,222.7494,43.089901,7,196.2772,0,1438.396,70.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7280,COW-10000424,2025-07-30,273.0766,140.8823,714.0401,698.4003,4,217.2168,42.708531,2,130.211323,0,1412.4404,65.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7281,COW-10000424,2025-07-31,418.3261,122.7101,858.0512,579.6502,4,183.1452,77.222344,8,179.52616,0,1437.7014,89.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7282,COW-10000424,2025-08-01,422.5822,152.4153,694.7542,754.7505,5,285.6414,59.9947,6,94.717721,0,1449.5047,89.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7283,COW-10000424,2025-08-02,364.0835,93.2299,702.488,732.0967,3,227.5546,64.574051,8,199.898753,0,1434.5847,75.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7284,COW-10000424,2025-08-03,471.4371,192.41,715.1426,709.0631,4,173.8893,55.902879,7,53.216344,0,1424.2057,61.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7285,COW-10000424,2025-08-04,498.2648,119.1897,677.2159,762.945,9,183.9559,72.088401,1,143.97735,0,1440.1609,69.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7286,COW-10000424,2025-08-05,364.1894,84.1785,845.8026,578.5648,5,225.9123,47.847194,5,118.917379,0,1424.3674,75.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7287,COW-10000424,2025-08-06,489.9633,103.2087,670.5894,749.321,6,164.3882,54.18458,3,108.057929,0,1419.9104,87.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7288,COW-10000424,2025-08-07,432.8568,128.7295,668.1855,745.947,5,263.7045,64.019424,3,82.734554,0,1414.1325,63.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7289,COW-10000424,2025-08-08,254.4447,162.02,823.5051,590.6927,10,290.5007,40.200234,0,187.600549,0,1414.1978,61.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7290,COW-10000424,2025-08-09,300.9531,168.2416,733.8208,711.0913,10,192.0359,75.031892,2,58.101281,0,1444.9121,67.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7291,COW-10000424,2025-08-10,278.3072,173.7108,826.5213,586.0921,3,193.9025,42.616875,6,75.819438,0,1412.6134,85.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7292,COW-10000424,2025-08-11,320.1403,189.7937,675.8853,745.4541,6,277.5155,59.196032,1,167.545922,0,1421.3394,66.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7293,COW-10000424,2025-08-12,241.0782,92.113,813.3751,617.1875,7,285.5238,76.26059,6,191.892783,0,1430.5626,74.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7294,COW-10000424,2025-08-13,223.6431,192.314,669.0889,745.1836,4,186.6939,74.168615,0,192.363947,0,1414.2725,85.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7295,COW-10000424,2025-08-14,286.844,115.2661,669.437,750.5169,2,155.0675,75.619746,5,163.590516,0,1419.9539,75.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7296,COW-10000424,2025-08-15,485.5726,138.893,820.8214,626.5371,6,256.3667,67.057843,6,109.493581,0,1447.3585,75.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7297,COW-10000424,2025-08-16,236.9481,136.7761,731.6124,681.0875,7,251.6009,65.821279,1,114.417546,0,1412.6999,68.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7298,COW-10000424,2025-08-17,489.9477,107.5996,746.5769,674.7137,0,262.6896,55.415415,6,127.577468,0,1421.2906,63.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7299,COW-10000424,2025-08-18,256.8079,85.533,686.0653,721.683,5,265.0205,77.629631,5,193.722368,0,1407.7483,75.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7300,COW-10000424,2025-08-19,335.0431,195.8327,803.0612,626.4084,4,296.0778,60.824947,0,140.399575,0,1429.4696,63.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7301,COW-10000424,2025-08-21,263.9966,92.6936,732.5042,714.2813,4,289.6865,47.858834,7,60.382651,0,1446.7855,68.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7302,COW-10000424,2025-08-22,470.4603,191.4496,715.1904,706.9085,5,275.0627,45.790333,3,72.622289,0,1422.0989,77.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7303,COW-10000424,2025-08-23,497.1493,84.9005,703.5139,714.3299,6,268.7818,57.036154,0,142.12379,0,1417.8438,71.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7304,COW-10000424,2025-08-24,467.2884,94.3289,852.2421,576.6832,4,221.6027,69.825829,2,88.509786,0,1428.9253,63.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7305,COW-10000424,2025-08-26,403.7508,89.0169,739.4724,698.9178,5,196.8276,66.36983,4,163.408707,0,1438.3902,87.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7306,COW-10000424,2025-08-27,394.851,143.2046,726.023,678.6443,7,226.631,76.053379,1,120.681448,0,1404.6673,75.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7307,COW-10000424,2025-08-28,478.6185,131.1367,751.9882,687.8591,0,249.4879,40.754861,2,172.46943,0,1439.8473,76.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7308,COW-10000424,2025-08-29,252.2967,166.5775,742.9594,667.7615,10,264.6101,40.587466,7,155.527793,1,1410.7209,70.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7309,COW-10000424,2025-08-30,341.5882,158.5781,690.7931,758.759,3,177.23,53.296449,6,172.119222,0,1449.5521,61.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7310,COW-10000424,2025-08-31,331.9098,129.4182,800.7456,628.588,5,260.7408,60.7987,5,116.271675,0,1429.3336,90.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7311,COW-10000424,2025-09-01,269.0599,162.4835,728.5508,698.3315,10,183.4086,78.866026,5,115.669775,0,1426.8823,63.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7312,COW-10000424,2025-09-02,404.1211,91.9276,695.2148,726.1683,0,212.4573,71.06868,4,135.16637,0,1421.3831,65.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7313,COW-10000424,2025-09-03,290.9784,87.4507,675.6275,739.2015,10,272.5843,55.12841,3,118.782873,0,1414.829,75.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7314,COW-10000424,2025-09-04,344.7743,121.3758,850.496,574.6609,3,282.884,65.027703,0,195.211158,0,1425.1569,71.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7315,COW-10000424,2025-09-05,215.7331,135.7456,758.9624,645.5177,0,291.7986,76.457809,5,94.243623,0,1404.4801,62.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7316,COW-10000424,2025-09-06,374.131,122.603,724.8794,716.1975,10,252.7977,50.710737,4,67.466914,0,1441.0769,66.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7317,COW-10000424,2025-09-07,259.9983,169.6863,794.3496,621.3803,6,226.0659,76.164434,5,136.698543,0,1415.7299,90.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7318,COW-10000424,2025-09-08,342.1569,125.194,746.7176,690.2421,8,247.0969,59.691107,3,52.632199,0,1436.9597,65.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7319,COW-10000424,2025-09-09,423.2954,124.832,700.3155,702.6944,10,284.7971,69.906648,5,165.523764,0,1403.0099,67.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7320,COW-10000424,2025-09-10,312.9102,183.0071,760.6667,641.3534,1,270.7251,46.781231,4,79.71246,0,1402.0201,78.0,synthetic_farm_FARM-003
FARM-003,Sokoto Pastoralist Herd,7321,COW-10000424,2025-09-11,471.8929,181.1706,812.0304,594.2512,9,186.6752,74.584297,8,134.461957,0,1406.2816,78.0,synthetic_farm_FARM-003
