Cow ID,Date,Estimated Milk Production (L/day)
COW-10000260,14/06/2025,2.29
COW-10000260,15/06/2025,2.01
COW-10000260,16/06/2025,2.12
COW-10000260,17/06/2025,2.39
COW-10000260,18/06/2025,2.41
COW-10000260,19/06/2025,2.37
COW-10000260,20/06/2025,2.9
COW-10000260,21/06/2025,2.62
COW-10000260,22/06/2025,2.72
COW-10000260,23/06/2025,2.85
COW-10000260,24/06/2025,3.08
COW-10000260,25/06/2025,3.77
COW-10000260,26/06/2025,3.08
COW-10000260,27/06/2025,2.87
COW-10000260,28/06/2025,2.57
COW-10000260,29/06/2025,2.24
COW-10000260,30/06/2025,1.58
COW-10000260,01/07/2025,1.98
COW-10000260,02/07/2025,1.5
COW-10000260,03/07/2025,2.8
COW-10000260,04/07/2025,3.0
COW-10000260,05/07/2025,2.93
COW-10000260,06/07/2025,2.11
COW-10000260,07/07/2025,2.48
COW-10000260,08/07/2025,2.28
COW-10000260,09/07/2025,2.59
COW-10000260,10/07/2025,2.39
COW-10000260,11/07/2025,2.58
COW-10000260,12/07/2025,2.44
COW-10000260,13/07/2025,2.46
COW-10000260,14/07/2025,3.12
COW-10000260,15/07/2025,3.79
COW-10000260,16/07/2025,3.46
COW-10000260,17/07/2025,3.08
COW-10000260,18/07/2025,2.46
COW-10000260,19/07/2025,1.73
COW-10000260,20/07/2025,2.56
COW-10000260,21/07/2025,3.02
COW-10000260,22/07/2025,2.53
COW-10000260,23/07/2025,2.07
COW-10000260,24/07/2025,2.47
COW-10000260,25/07/2025,2.55
COW-10000260,26/07/2025,3.91
COW-10000260,27/07/2025,3.57
COW-10000260,28/07/2025,3.49
COW-10000260,29/07/2025,3.1
COW-10000260,30/07/2025,3.4
COW-10000260,31/07/2025,2.94
COW-10000260,01/08/2025,3.33
COW-10000260,02/08/2025,3.05
COW-10000260,03/08/2025,3.65
COW-10000260,04/08/2025,3.07
COW-10000260,05/08/2025,2.92
COW-10000260,06/08/2025,3.33
COW-10000260,07/08/2025,2.77
COW-10000260,08/08/2025,2.72
COW-10000260,09/08/2025,3.16
COW-10000260,10/08/2025,3.27
COW-10000260,11/08/2025,2.77
COW-10000260,12/08/2025,3.49
COW-10000260,13/08/2025,3.5
COW-10000260,14/08/2025,3.83
COW-10000260,15/08/2025,2.89
COW-10000260,16/08/2025,3.25
COW-10000260,17/08/2025,1.5
COW-10000260,18/08/2025,2.86
COW-10000260,19/08/2025,2.7
COW-10000260,20/08/2025,3.58
COW-10000260,21/08/2025,1.87
COW-10000260,22/08/2025,2.63
COW-10000260,23/08/2025,3.21
COW-10000260,24/08/2025,3.05
COW-10000260,25/08/2025,3.33
COW-10000260,26/08/2025,3.37
COW-10000260,27/08/2025,3.01
COW-10000260,28/08/2025,3.72
COW-10000260,29/08/2025,3.74
COW-10000260,30/08/2025,3.82
COW-10000260,31/08/2025,3.41
COW-10000260,01/09/2025,4.0
COW-10000260,02/09/2025,3.68
COW-10000260,03/09/2025,3.34
COW-10000260,04/09/2025,3.69
COW-10000260,05/09/2025,2.92
COW-10000260,06/09/2025,3.26
COW-10000260,07/09/2025,4.17
COW-10000260,08/09/2025,3.47
COW-10000260,09/09/2025,1.89
COW-10000260,10/09/2025,3.2
COW-10000260,11/09/2025,4.33
COW-10000260,12/09/2025,3.22
COW-10000261,01/06/2025,7.56
COW-10000261,02/06/2025,7.0
COW-10000261,03/06/2025,7.52
COW-10000261,04/06/2025,7.75
COW-10000261,05/06/2025,7.48
COW-10000261,06/06/2025,7.17
COW-10000261,07/06/2025,8.08
COW-10000261,08/06/2025,7.7
COW-10000261,09/06/2025,7.79
COW-10000261,10/06/2025,6.84
COW-10000261,11/06/2025,7.3
COW-10000261,12/06/2025,8.03
COW-10000261,13/06/2025,7.59
COW-10000261,14/06/2025,7.23
COW-10000261,15/06/2025,7.4
COW-10000261,16/06/2025,7.8
COW-10000261,17/06/2025,6.8
COW-10000261,18/06/2025,7.67
COW-10000261,19/06/2025,7.49
COW-10000261,20/06/2025,7.64
COW-10000261,21/06/2025,7.31
COW-10000261,22/06/2025,7.72
COW-10000261,23/06/2025,7.59
COW-10000261,24/06/2025,7.84
COW-10000261,25/06/2025,7.24
COW-10000261,26/06/2025,7.51
COW-10000261,27/06/2025,7.64
COW-10000261,28/06/2025,7.05
COW-10000261,29/06/2025,6.67
COW-10000261,30/06/2025,6.97
COW-10000261,01/07/2025,5.65
COW-10000261,02/07/2025,6.66
COW-10000261,03/07/2025,6.9
COW-10000261,04/07/2025,7.34
COW-10000261,05/07/2025,6.4
COW-10000261,06/07/2025,6.41
COW-10000261,07/07/2025,5.48
COW-10000261,08/07/2025,5.79
COW-10000261,09/07/2025,4.57
COW-10000261,10/07/2025,5.04
COW-10000261,11/07/2025,5.12
COW-10000261,12/07/2025,5.97
COW-10000261,13/07/2025,5.72
COW-10000261,14/07/2025,5.64
COW-10000261,15/07/2025,6.27
COW-10000261,16/07/2025,6.73
COW-10000261,17/07/2025,6.01
COW-10000261,18/07/2025,6.34
COW-10000261,19/07/2025,6.34
COW-10000261,20/07/2025,6.44
COW-10000261,21/07/2025,6.25
COW-10000261,22/07/2025,5.26
COW-10000261,23/07/2025,4.74
COW-10000261,24/07/2025,5.07
COW-10000261,25/07/2025,5.55
COW-10000261,26/07/2025,6.21
COW-10000261,27/07/2025,6.44
COW-10000261,28/07/2025,6.61
COW-10000261,29/07/2025,6.59
COW-10000261,30/07/2025,6.41
COW-10000261,31/07/2025,6.11
COW-10000261,01/08/2025,6.6
COW-10000261,02/08/2025,6.15
COW-10000261,03/08/2025,6.5
COW-10000261,04/08/2025,6.43
COW-10000261,05/08/2025,7.04
COW-10000261,06/08/2025,6.33
COW-10000261,07/08/2025,6.62
COW-10000261,08/08/2025,6.27
COW-10000261,09/08/2025,6.7
COW-10000261,10/08/2025,6.47
COW-10000261,11/08/2025,5.81
COW-10000261,12/08/2025,7.08
COW-10000261,13/08/2025,7.07
COW-10000261,14/08/2025,7.34
COW-10000261,15/08/2025,7.23
COW-10000261,16/08/2025,6.82
COW-10000261,17/08/2025,6.97
COW-10000261,18/08/2025,5.9
COW-10000261,19/08/2025,5.63
COW-10000261,20/08/2025,6.84
COW-10000261,21/08/2025,6.41
COW-10000261,22/08/2025,5.93
COW-10000261,23/08/2025,6.21
COW-10000261,24/08/2025,5.73
COW-10000261,25/08/2025,5.33
COW-10000261,26/08/2025,5.85
COW-10000261,27/08/2025,6.11
COW-10000261,28/08/2025,6.02
COW-10000261,29/08/2025,7.02
COW-10000261,30/08/2025,6.28
COW-10000261,31/08/2025,6.59
COW-10000261,01/09/2025,4.55
COW-10000261,02/09/2025,6.62
COW-10000261,03/09/2025,6.64
COW-10000261,04/09/2025,6.58
COW-10000261,05/09/2025,6.53
COW-10000261,06/09/2025,5.77
COW-10000261,07/09/2025,7.23
COW-10000261,08/09/2025,6.86
COW-10000261,09/09/2025,7.06
COW-10000261,10/09/2025,6.62
COW-10000261,11/09/2025,6.67
COW-10000261,12/09/2025,6.26
COW-10000262,01/06/2025,5.39
COW-10000262,02/06/2025,5.32
COW-10000262,03/06/2025,5.24
COW-10000262,04/06/2025,4.08
COW-10000262,05/06/2025,5.09
COW-10000262,06/06/2025,5.89
COW-10000262,07/06/2025,5.06
COW-10000262,08/06/2025,5.22
COW-10000262,09/06/2025,5.07
COW-10000262,10/06/2025,4.37
COW-10000262,11/06/2025,4.72
COW-10000262,12/06/2025,5.23
COW-10000262,13/06/2025,5.35
COW-10000262,14/06/2025,5.39
COW-10000262,15/06/2025,6.19
COW-10000262,16/06/2025,5.4
COW-10000262,17/06/2025,5.26
COW-10000262,18/06/2025,4.58
COW-10000262,19/06/2025,4.3
COW-10000262,20/06/2025,3.91
COW-10000262,21/06/2025,4.36
COW-10000262,22/06/2025,5.2
COW-10000262,23/06/2025,5.37
COW-10000262,24/06/2025,5.25
COW-10000262,25/06/2025,5.33
COW-10000262,26/06/2025,5.16
COW-10000262,27/06/2025,4.61
COW-10000262,28/06/2025,4.4
COW-10000262,29/06/2025,4.21
COW-10000262,30/06/2025,4.0
COW-10000262,01/07/2025,4.46
COW-10000262,02/07/2025,4.87
COW-10000262,03/07/2025,4.44
COW-10000262,04/07/2025,5.0
COW-10000262,05/07/2025,4.54
COW-10000262,06/07/2025,5.22
COW-10000262,07/07/2025,4.52
COW-10000262,08/07/2025,4.14
COW-10000262,09/07/2025,3.61
COW-10000262,10/07/2025,4.05
COW-10000262,11/07/2025,4.17
COW-10000262,12/07/2025,3.82
COW-10000262,13/07/2025,4.45
COW-10000262,14/07/2025,4.91
COW-10000262,15/07/2025,5.16
COW-10000262,16/07/2025,5.59
COW-10000262,17/07/2025,5.17
COW-10000262,18/07/2025,5.16
COW-10000262,19/07/2025,4.57
COW-10000262,20/07/2025,5.12
COW-10000262,21/07/2025,5.6
COW-10000262,22/07/2025,3.74
COW-10000262,23/07/2025,4.7
COW-10000262,24/07/2025,3.98
COW-10000262,25/07/2025,4.48
COW-10000262,26/07/2025,4.87
COW-10000262,27/07/2025,5.06
COW-10000262,28/07/2025,6.07
COW-10000262,29/07/2025,5.61
COW-10000262,30/07/2025,3.67
COW-10000262,31/07/2025,4.88
COW-10000262,01/08/2025,4.21
COW-10000262,02/08/2025,3.83
COW-10000262,03/08/2025,4.59
COW-10000262,04/08/2025,5.21
COW-10000262,05/08/2025,5.02
COW-10000262,06/08/2025,5.81
COW-10000262,07/08/2025,5.53
COW-10000262,08/08/2025,4.68
COW-10000262,09/08/2025,5.27
COW-10000262,10/08/2025,4.51
COW-10000262,11/08/2025,5.08
COW-10000262,12/08/2025,4.3
COW-10000262,13/08/2025,3.73
COW-10000262,14/08/2025,5.69
COW-10000262,15/08/2025,5.15
COW-10000262,16/08/2025,5.25
COW-10000262,17/08/2025,5.64
COW-10000262,18/08/2025,5.43
COW-10000262,19/08/2025,5.75
COW-10000262,20/08/2025,5.05
COW-10000262,21/08/2025,4.17
COW-10000262,22/08/2025,4.79
COW-10000262,23/08/2025,3.51
COW-10000262,24/08/2025,5.01
COW-10000262,25/08/2025,5.21
COW-10000262,26/08/2025,4.97
COW-10000262,27/08/2025,5.67
COW-10000262,28/08/2025,5.11
COW-10000262,29/08/2025,4.98
COW-10000262,30/08/2025,4.83
COW-10000262,31/08/2025,5.26
COW-10000262,01/09/2025,5.69
COW-10000262,02/09/2025,6.33
COW-10000262,03/09/2025,5.77
COW-10000262,04/09/2025,5.6
COW-10000262,05/09/2025,4.63
COW-10000262,06/09/2025,4.01
COW-10000262,07/09/2025,5.4
COW-10000262,08/09/2025,4.28
COW-10000262,09/09/2025,6.29
COW-10000262,10/09/2025,5.61
COW-10000262,11/09/2025,5.73
COW-10000262,12/09/2025,4.93
COW-10000263,01/06/2025,8.24
COW-10000263,02/06/2025,7.88
COW-10000263,03/06/2025,7.89
COW-10000263,04/06/2025,7.61
COW-10000263,05/06/2025,8.22
COW-10000263,06/06/2025,7.88
COW-10000263,07/06/2025,8.61
COW-10000263,08/06/2025,7.93
COW-10000263,09/06/2025,8.4
COW-10000263,10/06/2025,7.7
COW-10000263,11/06/2025,7.56
COW-10000263,12/06/2025,7.78
COW-10000263,13/06/2025,7.82
COW-10000263,14/06/2025,7.92
COW-10000263,15/06/2025,7.77
COW-10000263,16/06/2025,7.7
COW-10000263,17/06/2025,7.92
COW-10000263,18/06/2025,7.84
COW-10000263,19/06/2025,7.6
COW-10000263,20/06/2025,7.73
COW-10000263,21/06/2025,7.69
COW-10000263,22/06/2025,7.94
COW-10000263,23/06/2025,8.41
COW-10000263,24/06/2025,8.47
COW-10000263,25/06/2025,7.77
COW-10000263,26/06/2025,8.55
COW-10000263,27/06/2025,8.62
COW-10000263,28/06/2025,7.8
COW-10000263,29/06/2025,6.98
COW-10000263,30/06/2025,7.45
COW-10000263,01/07/2025,7.04
COW-10000263,02/07/2025,6.52
COW-10000263,03/07/2025,7.86
COW-10000263,04/07/2025,7.72
COW-10000263,05/07/2025,7.48
COW-10000263,06/07/2025,7.67
COW-10000263,07/07/2025,7.1
COW-10000263,08/07/2025,6.89
COW-10000263,09/07/2025,5.87
COW-10000263,10/07/2025,6.14
COW-10000263,11/07/2025,6.65
COW-10000263,12/07/2025,7.17
COW-10000263,13/07/2025,6.72
COW-10000263,14/07/2025,7.15
COW-10000263,15/07/2025,7.57
COW-10000263,16/07/2025,7.74
COW-10000263,17/07/2025,7.12
COW-10000263,18/07/2025,6.6
COW-10000263,19/07/2025,6.95
COW-10000263,20/07/2025,6.6
COW-10000263,21/07/2025,7.71
COW-10000263,22/07/2025,6.66
COW-10000263,23/07/2025,6.22
COW-10000263,24/07/2025,6.3
COW-10000263,25/07/2025,7.15
COW-10000263,26/07/2025,7.29
COW-10000263,27/07/2025,7.18
COW-10000263,28/07/2025,7.09
COW-10000263,29/07/2025,7.7
COW-10000263,30/07/2025,6.79
COW-10000263,31/07/2025,7.05
COW-10000263,01/08/2025,7.23
COW-10000263,02/08/2025,8.49
COW-10000263,03/08/2025,8.19
COW-10000263,04/08/2025,7.34
COW-10000263,05/08/2025,7.51
COW-10000263,06/08/2025,7.23
COW-10000263,07/08/2025,8.09
COW-10000263,08/08/2025,7.32
COW-10000263,09/08/2025,7.32
COW-10000263,10/08/2025,7.04
COW-10000263,11/08/2025,7.15
COW-10000263,12/08/2025,7.46
COW-10000263,13/08/2025,6.79
COW-10000263,14/08/2025,7.42
COW-10000263,15/08/2025,7.56
COW-10000263,16/08/2025,7.53
COW-10000263,17/08/2025,7.46
COW-10000263,18/08/2025,6.63
COW-10000263,19/08/2025,7.06
COW-10000263,20/08/2025,7.88
COW-10000263,21/08/2025,7.65
COW-10000263,22/08/2025,7.03
COW-10000263,23/08/2025,7.05
COW-10000263,24/08/2025,6.69
COW-10000263,25/08/2025,7.37
COW-10000263,26/08/2025,7.54
COW-10000263,27/08/2025,7.18
COW-10000263,28/08/2025,8.03
COW-10000263,29/08/2025,7.72
COW-10000263,30/08/2025,7.48
COW-10000263,31/08/2025,5.56
COW-10000263,01/09/2025,6.29
COW-10000263,02/09/2025,7.73
COW-10000263,03/09/2025,7.0
COW-10000263,04/09/2025,7.99
COW-10000263,05/09/2025,7.47
COW-10000263,06/09/2025,7.52
COW-10000263,07/09/2025,8.06
COW-10000263,08/09/2025,7.66
COW-10000263,09/09/2025,8.18
COW-10000263,10/09/2025,7.67
COW-10000263,11/09/2025,8.1
COW-10000263,12/09/2025,7.99
COW-10000263,13/09/2025,8.34
COW-10000263,14/09/2025,7.95
COW-10000263,15/09/2025,7.74
COW-10000263,16/09/2025,6.67
COW-10000263,17/09/2025,8.15
COW-10000263,18/09/2025,7.6
COW-10000263,19/09/2025,8.48
COW-10000263,20/09/2025,7.61
COW-10000263,21/09/2025,7.71
COW-10000263,22/09/2025,8.67
COW-10000263,23/09/2025,8.26
COW-10000263,24/09/2025,8.43
COW-10000263,25/09/2025,8.58
COW-10000263,26/09/2025,8.23
COW-10000263,27/09/2025,6.88
COW-10000263,28/09/2025,7.4
COW-10000263,29/09/2025,6.04
COW-10000264,01/06/2025,1.84
COW-10000264,02/06/2025,2.19
COW-10000264,03/06/2025,1.91
COW-10000264,04/06/2025,1.5
COW-10000264,05/06/2025,1.74
COW-10000264,06/06/2025,1.5
COW-10000264,07/06/2025,1.96
COW-10000264,08/06/2025,1.5
COW-10000264,09/06/2025,1.5
COW-10000264,10/06/2025,1.76
COW-10000264,11/06/2025,1.5
COW-10000264,12/06/2025,1.74
COW-10000264,13/06/2025,1.91
COW-10000264,14/06/2025,2.51
COW-10000264,15/06/2025,3.6
COW-10000264,16/06/2025,1.76
COW-10000264,17/06/2025,1.89
COW-10000264,18/06/2025,2.09
COW-10000264,19/06/2025,1.5
COW-10000264,20/06/2025,2.35
COW-10000264,21/06/2025,2.72
COW-10000264,22/06/2025,2.39
COW-10000264,23/06/2025,2.31
COW-10000264,24/06/2025,1.89
COW-10000264,25/06/2025,2.02
COW-10000264,26/06/2025,1.5
COW-10000264,27/06/2025,1.5
COW-10000264,28/06/2025,1.5
COW-10000264,29/06/2025,1.5
COW-10000264,30/06/2025,1.5
COW-10000264,01/07/2025,1.5
COW-10000264,02/07/2025,1.53
COW-10000264,03/07/2025,2.1
COW-10000264,04/07/2025,1.5
COW-10000264,05/07/2025,1.88
COW-10000264,06/07/2025,1.5
COW-10000264,07/07/2025,1.5
COW-10000264,08/07/2025,1.5
COW-10000264,09/07/2025,1.5
COW-10000264,10/07/2025,1.5
COW-10000264,11/07/2025,1.86
COW-10000264,12/07/2025,2.16
COW-10000264,13/07/2025,1.5
COW-10000264,14/07/2025,2.26
COW-10000264,15/07/2025,2.66
COW-10000264,16/07/2025,2.32
COW-10000264,17/07/2025,2.72
COW-10000264,18/07/2025,2.54
COW-10000264,19/07/2025,2.42
COW-10000264,20/07/2025,1.99
COW-10000264,21/07/2025,1.5
COW-10000264,22/07/2025,1.59
COW-10000264,23/07/2025,1.5
COW-10000264,24/07/2025,1.71
COW-10000264,25/07/2025,3.25
COW-10000264,26/07/2025,2.2
COW-10000264,27/07/2025,2.46
COW-10000264,28/07/2025,2.24
COW-10000264,29/07/2025,2.63
COW-10000264,30/07/2025,2.77
COW-10000264,31/07/2025,1.9
COW-10000264,01/08/2025,1.5
COW-10000264,02/08/2025,2.66
COW-10000264,03/08/2025,1.95
COW-10000264,04/08/2025,2.26
COW-10000264,05/08/2025,2.61
COW-10000264,06/08/2025,2.21
COW-10000264,07/08/2025,2.07
COW-10000264,08/08/2025,1.5
COW-10000264,09/08/2025,1.85
COW-10000264,10/08/2025,3.18
COW-10000264,11/08/2025,2.7
COW-10000264,12/08/2025,2.0
COW-10000264,13/08/2025,2.33
COW-10000264,14/08/2025,3.03
COW-10000264,15/08/2025,2.38
COW-10000264,16/08/2025,1.58
COW-10000264,17/08/2025,1.5
COW-10000264,18/08/2025,1.52
COW-10000264,19/08/2025,1.58
COW-10000264,20/08/2025,1.92
COW-10000264,21/08/2025,1.5
COW-10000264,22/08/2025,1.5
COW-10000264,23/08/2025,1.5
COW-10000264,24/08/2025,1.5
COW-10000264,25/08/2025,1.82
COW-10000264,26/08/2025,2.31
COW-10000264,27/08/2025,2.32
COW-10000264,28/08/2025,2.47
COW-10000264,29/08/2025,2.46
COW-10000264,30/08/2025,1.5
COW-10000264,31/08/2025,2.71
COW-10000264,01/09/2025,3.6
COW-10000264,02/09/2025,2.27
COW-10000264,03/09/2025,2.65
COW-10000264,04/09/2025,3.26
COW-10000264,05/09/2025,2.67
COW-10000265,01/06/2025,4.96
COW-10000265,02/06/2025,4.35
COW-10000265,03/06/2025,4.39
COW-10000265,04/06/2025,4.2
COW-10000265,05/06/2025,4.6
COW-10000265,06/06/2025,4.03
COW-10000265,07/06/2025,3.55
COW-10000265,08/06/2025,3.87
COW-10000265,09/06/2025,4.01
COW-10000265,10/06/2025,4.27
COW-10000265,11/06/2025,3.85
COW-10000265,12/06/2025,4.59
COW-10000265,13/06/2025,4.37
COW-10000265,14/06/2025,4.76
COW-10000265,15/06/2025,3.97
COW-10000265,16/06/2025,3.76
COW-10000265,17/06/2025,4.65
COW-10000265,18/06/2025,4.31
COW-10000265,19/06/2025,3.97
COW-10000265,20/06/2025,4.34
COW-10000265,21/06/2025,5.19
COW-10000265,22/06/2025,4.56
COW-10000265,23/06/2025,4.36
COW-10000265,24/06/2025,5.11
COW-10000265,25/06/2025,4.74
COW-10000265,26/06/2025,5.36
COW-10000265,27/06/2025,4.68
COW-10000265,28/06/2025,3.56
COW-10000265,29/06/2025,4.0
COW-10000265,30/06/2025,3.48
COW-10000265,01/07/2025,3.78
COW-10000265,02/07/2025,4.17
COW-10000265,03/07/2025,5.02
COW-10000265,04/07/2025,1.61
COW-10000265,05/07/2025,4.04
COW-10000265,06/07/2025,4.46
COW-10000265,07/07/2025,3.9
COW-10000265,08/07/2025,4.25
COW-10000265,09/07/2025,4.13
COW-10000265,10/07/2025,4.1
COW-10000265,11/07/2025,4.79
COW-10000265,12/07/2025,3.89
COW-10000265,13/07/2025,3.74
COW-10000265,14/07/2025,3.71
COW-10000265,15/07/2025,4.86
COW-10000265,16/07/2025,4.88
COW-10000265,17/07/2025,4.69
COW-10000265,18/07/2025,4.57
COW-10000265,19/07/2025,5.1
COW-10000265,20/07/2025,5.15
COW-10000265,21/07/2025,5.68
COW-10000265,22/07/2025,4.57
COW-10000265,23/07/2025,3.69
COW-10000265,24/07/2025,3.91
COW-10000265,25/07/2025,4.44
COW-10000265,26/07/2025,2.5
COW-10000265,27/07/2025,4.73
COW-10000265,28/07/2025,5.42
COW-10000265,29/07/2025,6.47
COW-10000265,30/07/2025,5.7
COW-10000265,31/07/2025,5.25
COW-10000265,01/08/2025,5.29
COW-10000265,02/08/2025,4.94
COW-10000265,03/08/2025,5.25
COW-10000265,04/08/2025,5.55
COW-10000265,05/08/2025,4.67
COW-10000265,06/08/2025,4.73
COW-10000265,07/08/2025,5.6
COW-10000265,08/08/2025,5.12
COW-10000265,09/08/2025,4.94
COW-10000265,10/08/2025,4.59
COW-10000265,11/08/2025,5.26
COW-10000265,12/08/2025,5.12
COW-10000265,13/08/2025,5.11
COW-10000265,14/08/2025,5.28
COW-10000265,15/08/2025,5.13
COW-10000265,16/08/2025,4.72
COW-10000265,17/08/2025,4.12
COW-10000265,18/08/2025,4.34
COW-10000265,19/08/2025,4.59
COW-10000265,20/08/2025,4.67
COW-10000265,21/08/2025,4.24
COW-10000265,22/08/2025,3.84
COW-10000265,23/08/2025,4.68
COW-10000265,24/08/2025,4.54
COW-10000265,25/08/2025,4.67
COW-10000265,26/08/2025,4.76
COW-10000265,27/08/2025,4.8
COW-10000265,28/08/2025,5.77
COW-10000265,29/08/2025,5.07
COW-10000265,30/08/2025,4.98
COW-10000265,31/08/2025,5.42
COW-10000265,01/09/2025,5.86
COW-10000265,02/09/2025,6.0
COW-10000265,03/09/2025,5.88
COW-10000265,04/09/2025,4.89
COW-10000265,05/09/2025,5.1
COW-10000265,06/09/2025,3.68
COW-10000265,07/09/2025,5.43
COW-10000265,08/09/2025,3.62
COW-10000265,09/09/2025,2.95
COW-10000265,10/09/2025,4.85
COW-10000265,11/09/2025,5.92
COW-10000265,12/09/2025,5.08
